"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Single select dropdown should allow selecting country options","chromium","2026-09-19","skipped","2026-09-19","Handling Dropdowns","Day6\008_demo_Handlingdropdowns1.spec.ts","",""
"","0","history records each keydown","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","Verify Product Count","chromium","2026-09-19","skipped","2026-09-19","","Day24\066_hooks.spec.ts","",""
"","0","press Backspace","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","1","Clear button empties history","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","5648","@P1 @Sanity Login test with valid credentials","chromium","2026-09-19","passed","2026-09-19","","Day26\073_reporting_tests.spec.ts","",""
"","0","@sanity @regression Check title of the home page","chromium","2026-09-19","skipped","2026-09-19","","Day24\067_tagging.spec.ts","",""
"","0","Check url of the home page","chromium","2026-09-19","skipped","2026-09-19","","Day24\067_tagging.spec.ts","",""
"","0","2.Count items not having ""Out of stock"" (in Stock)","chromium","2026-09-19","skipped","2026-09-19","","Day3\005_demo_locators_filters.spec.ts","",""
"","0","9.Find ""details"" buttons for done tasks","chromium","2026-09-19","skipped","2026-09-19","","Day3\005_demo_locators_filters.spec.ts","",""
"","0","Hide Caret","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","1","Text Assertion: toHaveValues","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","1","context fixture test","chromium","2026-09-19","skipped","2026-09-19","","Day14\028_demo_built-in_fixtures.spec.ts","",""
"","0","search test for smartphone","chromium","2026-09-19","skipped","2026-09-19","","Day23\paramtest1.spec.ts","",""
"","1","Test2","chromium","2026-09-19","skipped","2026-09-19","Another Group","Day24\063_grouping_describe.spec.ts","",""
"","0","Check Popular on the Google Store","chromium","2026-09-19","skipped","2026-09-19","","Day24\067_tagging.spec.ts","",""
"","0","Bootstrap dropdown","chromium","2026-09-19","skipped","2026-09-19","","Day7\010_demo_bootstrap_hidden_dropdown.spec.ts","",""
"","1","Demo jQuery datepicker","chromium","2026-09-19","skipped","2026-09-19","","Day12\021_demo_JQuery_datepickers.spec.ts","",""
"","0","Login test for invaliduser@example.com and test321","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\paramtest2.spec.ts","",""
"","1","Open PDF","chromium","2026-09-19","skipped","2026-09-19","","Day15\034_demo_file_download.spec.ts","",""
"","0","Page Assertion: toHaveURL","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","press Tab","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","Auth popup","chromium","2026-09-19","skipped","2026-09-19","","Day15\031_demo_auth_popup.spec.ts","",""
"","21","Screenshot with Mask","chromium","2026-09-19","skipped","2026-09-19","","Day25\068_screenshots.spec.ts","",""
"","2","Validate CRUD table operations","chromium","2026-09-19","skipped","2026-09-19","CRUD Web Table","Day10\017_assign_crud_table.spec.ts","",""
"","1","External iframe loads the expected URL","chromium","2026-09-19","skipped","2026-09-19","","Day19\050_demo_frames_auto_play.spec.ts","",""
"","1","press Enter","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","Visibility Assertion: not.toBeVisible","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","0","search test for Gift card","chromium","2026-09-19","skipped","2026-09-19","searching items","Day23\paramtest1.spec.ts","",""
"","1","event info shows correct data for single key","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
"","0","Search for specific data in a table","chromium","2026-09-19","skipped","2026-09-19","","Day11\019_demo_paginationtable.spec.ts","",""
"","0","Child windows handling","chromium","2026-09-19","skipped","2026-09-19","","UIBasicstest.spec.ts","",""
"","0","Verify Products Page","chromium","2026-09-19","skipped","2026-09-19","","Day24\066_hooks.spec.ts","",""
"","1","Select Item 50 from dropdown","chromium","2026-09-19","skipped","2026-09-19","","Day17\043_demo_infinite_scroll_dropdown.spec.ts","",""
"","1","File download","chromium","2026-09-19","skipped","2026-09-19","","Day15\034_demo_file_download.spec.ts","",""
"","1","Full name input should restrict more than 15 characters","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day9\015_Checkbox_data_entry.spec.ts","",""
"","0","Page Assertion: toHaveTitle","chromium","2026-09-19","skipped","2026-09-19","","Day20\052_lab_assertions.spec.ts","",""
"","1","Runtime Skip Example","chromium","2026-09-19","skipped","2026-09-19","","Day24\064_annotations.spec.ts","",""
"","0","Test1","chromium","2026-09-19","skipped","2026-09-19","Group1","Day24\063_grouping_describe.spec.ts","",""
"","0","Filter the rows and check the rows count","chromium","2026-09-19","skipped","2026-09-19","","Day11\019_demo_paginationtable.spec.ts","",""
"","0","Copy Text button transfers value from field1 to field2","chromium","2026-09-19","skipped","2026-09-19","","Day16\035_demo_mouse_actions.spec.ts","",""
"","1","1. Page load validation","chromium","2026-09-19","skipped","2026-09-19","Data Entry Form Validation","Day8\TC_Validate_MultipleRadio_Count.spec.ts","",""
"","0","Login test for and","chromium","2026-09-19","skipped","2026-09-19","Login data driven test","Day23\paramtest2.spec.ts","",""
"","2","Open PDF1","chromium","2026-09-19","skipped","2026-09-19","","Day15\034_demo_file_download.spec.ts","",""
"","0","press Ctrl alone","chromium","2026-09-19","skipped","2026-09-19","Keyboard Action Practice ","Day16\037_lab_keyboard_actions.spec.ts","",""
